Raw,Unigram,Bigram,Trigram
"Florida Environmental Public Health Tracking, Florida Department of Health This web portal was supported by Cooperative Agreement Number 5U38EH000941 from the Centers for Disease Control and Prevention. Its contents are solely the responsibility of the authors (FL Tracking Team) and do not necessarily represent the official views of the Centers for Disease Control and Prevention. -- Note added 7/9/15 15:15","[['Florida'], ['Environmental'], ['Public'], ['Health'], ['Tracking'], ['Florida'], ['Department'], ['Health'], ['web'], ['portal'], ['supported'], ['Cooperative'], ['Agreement'], ['Number'], ['5U38EH000941'], ['Centers'], ['Disease'], ['Control'], ['Prevention'], ['contents'], ['solely'], ['responsibility'], ['authors'], ['FL'], ['Tracking'], ['Team'], ['necessarily'], ['represent'], ['official'], ['views'], ['Centers'], ['Disease'], ['Control'], ['Prevention'], ['Note'], ['added'], ['7915'], ['1515']]","[['Florida', 'Environmental'], ['Environmental', 'Public'], ['Public', 'Health'], ['Health', 'Tracking'], ['Tracking', 'Florida'], ['Florida', 'Department'], ['Department', 'Health'], ['Health', 'web'], ['web', 'portal'], ['portal', 'supported'], ['supported', 'Cooperative'], ['Cooperative', 'Agreement'], ['Agreement', 'Number'], ['Number', '5U38EH000941'], ['5U38EH000941', 'Centers'], ['Centers', 'Disease'], ['Disease', 'Control'], ['Control', 'Prevention'], ['Prevention', 'contents'], ['contents', 'solely'], ['solely', 'responsibility'], ['responsibility', 'authors'], ['authors', 'FL'], ['FL', 'Tracking'], ['Tracking', 'Team'], ['Team', 'necessarily'], ['necessarily', 'represent'], ['represent', 'official'], ['official', 'views'], ['views', 'Centers'], ['Centers', 'Disease'], ['Disease', 'Control'], ['Control', 'Prevention'], ['Prevention', 'Note'], ['Note', 'added'], ['added', '7915'], ['7915', '1515']]","[['Florida', 'Environmental', 'Public'], ['Environmental', 'Public', 'Health'], ['Public', 'Health', 'Tracking'], ['Health', 'Tracking', 'Florida'], ['Tracking', 'Florida', 'Department'], ['Florida', 'Department', 'Health'], ['Department', 'Health', 'web'], ['Health', 'web', 'portal'], ['web', 'portal', 'supported'], ['portal', 'supported', 'Cooperative'], ['supported', 'Cooperative', 'Agreement'], ['Cooperative', 'Agreement', 'Number'], ['Agreement', 'Number', '5U38EH000941'], ['Number', '5U38EH000941', 'Centers'], ['5U38EH000941', 'Centers', 'Disease'], ['Centers', 'Disease', 'Control'], ['Disease', 'Control', 'Prevention'], ['Control', 'Prevention', 'contents'], ['Prevention', 'contents', 'solely'], ['contents', 'solely', 'responsibility'], ['solely', 'responsibility', 'authors'], ['responsibility', 'authors', 'FL'], ['authors', 'FL', 'Tracking'], ['FL', 'Tracking', 'Team'], ['Tracking', 'Team', 'necessarily'], ['Team', 'necessarily', 'represent'], ['necessarily', 'represent', 'official'], ['represent', 'official', 'views'], ['official', 'views', 'Centers'], ['views', 'Centers', 'Disease'], ['Centers', 'Disease', 'Control'], ['Disease', 'Control', 'Prevention'], ['Control', 'Prevention', 'Note'], ['Prevention', 'Note', 'added'], ['Note', 'added', '7915'], ['added', '7915', '1515']]"
"The state of Florida's Unclaimed Property, Florida Treasure Hunt. -- Note added 6/6/13 18:08","[['state'], ['Floridas'], ['Unclaimed'], ['Property'], ['Florida'], ['Treasure'], ['Hunt'], ['Note'], ['added'], ['6613'], ['1808']]","[['state', 'Floridas'], ['Floridas', 'Unclaimed'], ['Unclaimed', 'Property'], ['Property', 'Florida'], ['Florida', 'Treasure'], ['Treasure', 'Hunt'], ['Hunt', 'Note'], ['Note', 'added'], ['added', '6613'], ['6613', '1808']]","[['state', 'Floridas', 'Unclaimed'], ['Floridas', 'Unclaimed', 'Property'], ['Unclaimed', 'Property', 'Florida'], ['Property', 'Florida', 'Treasure'], ['Florida', 'Treasure', 'Hunt'], ['Treasure', 'Hunt', 'Note'], ['Hunt', 'Note', 'added'], ['Note', 'added', '6613'], ['added', '6613', '1808']]"
"Florida Water Permiting Portal This portal provides links to information about water resource permitting in Florida, and links to DEP and the water management districts to: n Apply for permits and other authorizations, including: n Environmental Resource Permits * (and authorizations to use state-owned submerged lands, where applicable) Consumptive and Water Use Permits Well Construction Permits Works of the District Permits    -- Note added 6/23/15 18:21","[['Florida'], ['Water'], ['Permiting'], ['Portal'], ['portal'], ['provides'], ['links'], ['information'], ['water'], ['resource'], ['permitting'], ['Florida'], ['links'], ['DEP'], ['water'], ['management'], ['districts'], ['n'], ['Apply'], ['permits'], ['authorizations'], ['including'], ['n'], ['Environmental'], ['Resource'], ['Permits'], ['authorizations'], ['use'], ['stateowned'], ['submerged'], ['lands'], ['applicable'], ['Consumptive'], ['Water'], ['Use'], ['Permits'], ['Well'], ['Construction'], ['Permits'], ['Works'], ['District'], ['Permits'], ['Note'], ['added'], ['62315'], ['1821']]","[['Florida', 'Water'], ['Water', 'Permiting'], ['Permiting', 'Portal'], ['Portal', 'portal'], ['portal', 'provides'], ['provides', 'links'], ['links', 'information'], ['information', 'water'], ['water', 'resource'], ['resource', 'permitting'], ['permitting', 'Florida'], ['Florida', 'links'], ['links', 'DEP'], ['DEP', 'water'], ['water', 'management'], ['management', 'districts'], ['districts', 'n'], ['n', 'Apply'], ['Apply', 'permits'], ['permits', 'authorizations'], ['authorizations', 'including'], ['including', 'n'], ['n', 'Environmental'], ['Environmental', 'Resource'], ['Resource', 'Permits'], ['Permits', 'authorizations'], ['authorizations', 'use'], ['use', 'stateowned'], ['stateowned', 'submerged'], ['submerged', 'lands'], ['lands', 'applicable'], ['applicable', 'Consumptive'], ['Consumptive', 'Water'], ['Water', 'Use'], ['Use', 'Permits'], ['Permits', 'Well'], ['Well', 'Construction'], ['Construction', 'Permits'], ['Permits', 'Works'], ['Works', 'District'], ['District', 'Permits'], ['Permits', 'Note'], ['Note', 'added'], ['added', '62315'], ['62315', '1821']]","[['Florida', 'Water', 'Permiting'], ['Water', 'Permiting', 'Portal'], ['Permiting', 'Portal', 'portal'], ['Portal', 'portal', 'provides'], ['portal', 'provides', 'links'], ['provides', 'links', 'information'], ['links', 'information', 'water'], ['information', 'water', 'resource'], ['water', 'resource', 'permitting'], ['resource', 'permitting', 'Florida'], ['permitting', 'Florida', 'links'], ['Florida', 'links', 'DEP'], ['links', 'DEP', 'water'], ['DEP', 'water', 'management'], ['water', 'management', 'districts'], ['management', 'districts', 'n'], ['districts', 'n', 'Apply'], ['n', 'Apply', 'permits'], ['Apply', 'permits', 'authorizations'], ['permits', 'authorizations', 'including'], ['authorizations', 'including', 'n'], ['including', 'n', 'Environmental'], ['n', 'Environmental', 'Resource'], ['Environmental', 'Resource', 'Permits'], ['Resource', 'Permits', 'authorizations'], ['Permits', 'authorizations', 'use'], ['authorizations', 'use', 'stateowned'], ['use', 'stateowned', 'submerged'], ['stateowned', 'submerged', 'lands'], ['submerged', 'lands', 'applicable'], ['lands', 'applicable', 'Consumptive'], ['applicable', 'Consumptive', 'Water'], ['Consumptive', 'Water', 'Use'], ['Water', 'Use', 'Permits'], ['Use', 'Permits', 'Well'], ['Permits', 'Well', 'Construction'], ['Well', 'Construction', 'Permits'], ['Construction', 'Permits', 'Works'], ['Permits', 'Works', 'District'], ['Works', 'District', 'Permits'], ['District', 'Permits', 'Note'], ['Permits', 'Note', 'added'], ['Note', 'added', '62315'], ['added', '62315', '1821']]"
Florida Department of Agriculture and Consumer Services -- Note added 1/10/14 19:03,"[['Florida'], ['Department'], ['Agriculture'], ['Consumer'], ['Services'], ['Note'], ['added'], ['11014'], ['1903']]","[['Florida', 'Department'], ['Department', 'Agriculture'], ['Agriculture', 'Consumer'], ['Consumer', 'Services'], ['Services', 'Note'], ['Note', 'added'], ['added', '11014'], ['11014', '1903']]","[['Florida', 'Department', 'Agriculture'], ['Department', 'Agriculture', 'Consumer'], ['Agriculture', 'Consumer', 'Services'], ['Consumer', 'Services', 'Note'], ['Services', 'Note', 'added'], ['Note', 'added', '11014'], ['added', '11014', '1903']]"
National Government of the Federated States of Micronesia -- Note added 6/12/13 13:58,"[['National'], ['Government'], ['Federated'], ['States'], ['Micronesia'], ['Note'], ['added'], ['61213'], ['1358']]","[['National', 'Government'], ['Government', 'Federated'], ['Federated', 'States'], ['States', 'Micronesia'], ['Micronesia', 'Note'], ['Note', 'added'], ['added', '61213'], ['61213', '1358']]","[['National', 'Government', 'Federated'], ['Government', 'Federated', 'States'], ['Federated', 'States', 'Micronesia'], ['States', 'Micronesia', 'Note'], ['Micronesia', 'Note', 'added'], ['Note', 'added', '61213'], ['added', '61213', '1358']]"
Georgia National Guard -- Note added 1/23/14 13:59,"[['Georgia'], ['National'], ['Guard'], ['Note'], ['added'], ['12314'], ['1359']]","[['Georgia', 'National'], ['National', 'Guard'], ['Guard', 'Note'], ['Note', 'added'], ['added', '12314'], ['12314', '1359']]","[['Georgia', 'National', 'Guard'], ['National', 'Guard', 'Note'], ['Guard', 'Note', 'added'], ['Note', 'added', '12314'], ['added', '12314', '1359']]"
State of Georgia Department of Education -- Note added 6/6/13 18:08,"[['State'], ['Georgia'], ['Department'], ['Education'], ['Note'], ['added'], ['6613'], ['1808']]","[['State', 'Georgia'], ['Georgia', 'Department'], ['Department', 'Education'], ['Education', 'Note'], ['Note', 'added'], ['added', '6613'], ['6613', '1808']]","[['State', 'Georgia', 'Department'], ['Georgia', 'Department', 'Education'], ['Department', 'Education', 'Note'], ['Education', 'Note', 'added'], ['Note', 'added', '6613'], ['added', '6613', '1808']]"
Georgia lottery -- Note added 6/12/13 14:07,"[['Georgia'], ['lottery'], ['Note'], ['added'], ['61213'], ['1407']]","[['Georgia', 'lottery'], ['lottery', 'Note'], ['Note', 'added'], ['added', '61213'], ['61213', '1407']]","[['Georgia', 'lottery', 'Note'], ['lottery', 'Note', 'added'], ['Note', 'added', '61213'], ['added', '61213', '1407']]"
GA Do Not Call List. GA Dept of Law. Consumer Protection Unit.  -- Note added 8/25/15 15:32,"[['GA'], ['Call'], ['List'], ['GA'], ['Dept'], ['Law'], ['Consumer'], ['Protection'], ['Unit'], ['Note'], ['added'], ['82515'], ['1532']]","[['GA', 'Call'], ['Call', 'List'], ['List', 'GA'], ['GA', 'Dept'], ['Dept', 'Law'], ['Law', 'Consumer'], ['Consumer', 'Protection'], ['Protection', 'Unit'], ['Unit', 'Note'], ['Note', 'added'], ['added', '82515'], ['82515', '1532']]","[['GA', 'Call', 'List'], ['Call', 'List', 'GA'], ['List', 'GA', 'Dept'], ['GA', 'Dept', 'Law'], ['Dept', 'Law', 'Consumer'], ['Law', 'Consumer', 'Protection'], ['Consumer', 'Protection', 'Unit'], ['Protection', 'Unit', 'Note'], ['Unit', 'Note', 'added'], ['Note', 'added', '82515'], ['added', '82515', '1532']]"
Georgia State Defense Force -- Note added 1/23/14 14:03,"[['Georgia'], ['State'], ['Defense'], ['Force'], ['Note'], ['added'], ['12314'], ['1403']]","[['Georgia', 'State'], ['State', 'Defense'], ['Defense', 'Force'], ['Force', 'Note'], ['Note', 'added'], ['added', '12314'], ['12314', '1403']]","[['Georgia', 'State', 'Defense'], ['State', 'Defense', 'Force'], ['Defense', 'Force', 'Note'], ['Force', 'Note', 'added'], ['Note', 'added', '12314'], ['added', '12314', '1403']]"
Georgia State Defense Force public beta domain. Crosslinked with gasdf.us email domain.,"[['Georgia'], ['State'], ['Defense'], ['Force'], ['public'], ['beta'], ['domain'], ['Crosslinked'], ['gasdfus'], ['email'], ['domain']]","[['Georgia', 'State'], ['State', 'Defense'], ['Defense', 'Force'], ['Force', 'public'], ['public', 'beta'], ['beta', 'domain'], ['domain', 'Crosslinked'], ['Crosslinked', 'gasdfus'], ['gasdfus', 'email'], ['email', 'domain']]","[['Georgia', 'State', 'Defense'], ['State', 'Defense', 'Force'], ['Defense', 'Force', 'public'], ['Force', 'public', 'beta'], ['public', 'beta', 'domain'], ['beta', 'domain', 'Crosslinked'], ['domain', 'Crosslinked', 'gasdfus'], ['Crosslinked', 'gasdfus', 'email'], ['gasdfus', 'email', 'domain']]"
Georgia State Defense Force email domain. Referenced on https://directory.doas.ga.gov/. Not in use as a public website.,"[['Georgia'], ['State'], ['Defense'], ['Force'], ['email'], ['domain'], ['Referenced'], ['httpsdirectorydoasgagov'], ['use'], ['public'], ['website']]","[['Georgia', 'State'], ['State', 'Defense'], ['Defense', 'Force'], ['Force', 'email'], ['email', 'domain'], ['domain', 'Referenced'], ['Referenced', 'httpsdirectorydoasgagov'], ['httpsdirectorydoasgagov', 'use'], ['use', 'public'], ['public', 'website']]","[['Georgia', 'State', 'Defense'], ['State', 'Defense', 'Force'], ['Defense', 'Force', 'email'], ['Force', 'email', 'domain'], ['email', 'domain', 'Referenced'], ['domain', 'Referenced', 'httpsdirectorydoasgagov'], ['Referenced', 'httpsdirectorydoasgagov', 'use'], ['httpsdirectorydoasgagov', 'use', 'public'], ['use', 'public', 'website']]"
"GEAR UP Mississippi operates as part of the Institutions of Higher Learning, Office of Academic and Student Affairs in collaboration with the Mississippi Department of Education, State Board for Community and Junior Colleges and community and national partners. Funding is provided by the United States Department of Education. -- Note added 7/23/14 17:21","[['GEAR'], ['Mississippi'], ['operates'], ['part'], ['Institutions'], ['Higher'], ['Learning'], ['Office'], ['Academic'], ['Student'], ['Affairs'], ['collaboration'], ['Mississippi'], ['Department'], ['Education'], ['State'], ['Board'], ['Community'], ['Junior'], ['Colleges'], ['community'], ['national'], ['partners'], ['Funding'], ['provided'], ['United'], ['States'], ['Department'], ['Education'], ['Note'], ['added'], ['72314'], ['1721']]","[['GEAR', 'Mississippi'], ['Mississippi', 'operates'], ['operates', 'part'], ['part', 'Institutions'], ['Institutions', 'Higher'], ['Higher', 'Learning'], ['Learning', 'Office'], ['Office', 'Academic'], ['Academic', 'Student'], ['Student', 'Affairs'], ['Affairs', 'collaboration'], ['collaboration', 'Mississippi'], ['Mississippi', 'Department'], ['Department', 'Education'], ['Education', 'State'], ['State', 'Board'], ['Board', 'Community'], ['Community', 'Junior'], ['Junior', 'Colleges'], ['Colleges', 'community'], ['community', 'national'], ['national', 'partners'], ['partners', 'Funding'], ['Funding', 'provided'], ['provided', 'United'], ['United', 'States'], ['States', 'Department'], ['Department', 'Education'], ['Education', 'Note'], ['Note', 'added'], ['added', '72314'], ['72314', '1721']]","[['GEAR', 'Mississippi', 'operates'], ['Mississippi', 'operates', 'part'], ['operates', 'part', 'Institutions'], ['part', 'Institutions', 'Higher'], ['Institutions', 'Higher', 'Learning'], ['Higher', 'Learning', 'Office'], ['Learning', 'Office', 'Academic'], ['Office', 'Academic', 'Student'], ['Academic', 'Student', 'Affairs'], ['Student', 'Affairs', 'collaboration'], ['Affairs', 'collaboration', 'Mississippi'], ['collaboration', 'Mississippi', 'Department'], ['Mississippi', 'Department', 'Education'], ['Department', 'Education', 'State'], ['Education', 'State', 'Board'], ['State', 'Board', 'Community'], ['Board', 'Community', 'Junior'], ['Community', 'Junior', 'Colleges'], ['Junior', 'Colleges', 'community'], ['Colleges', 'community', 'national'], ['community', 'national', 'partners'], ['national', 'partners', 'Funding'], ['partners', 'Funding', 'provided'], ['Funding', 'provided', 'United'], ['provided', 'United', 'States'], ['United', 'States', 'Department'], ['States', 'Department', 'Education'], ['Department', 'Education', 'Note'], ['Education', 'Note', 'added'], ['Note', 'added', '72314'], ['added', '72314', '1721']]"
Lousiana National Guard -- Note added 1/22/14 19:28,"[['Lousiana'], ['National'], ['Guard'], ['Note'], ['added'], ['12214'], ['1928']]","[['Lousiana', 'National'], ['National', 'Guard'], ['Guard', 'Note'], ['Note', 'added'], ['added', '12214'], ['12214', '1928']]","[['Lousiana', 'National', 'Guard'], ['National', 'Guard', 'Note'], ['Guard', 'Note', 'added'], ['Note', 'added', '12214'], ['added', '12214', '1928']]"
New Mexico Bureau of Geology & Mineral Resources -- Note added 7/16/14 5:13,"[['New'], ['Mexico'], ['Bureau'], ['Geology'], ['Mineral'], ['Resources'], ['Note'], ['added'], ['71614'], ['513']]","[['New', 'Mexico'], ['Mexico', 'Bureau'], ['Bureau', 'Geology'], ['Geology', 'Mineral'], ['Mineral', 'Resources'], ['Resources', 'Note'], ['Note', 'added'], ['added', '71614'], ['71614', '513']]","[['New', 'Mexico', 'Bureau'], ['Mexico', 'Bureau', 'Geology'], ['Bureau', 'Geology', 'Mineral'], ['Geology', 'Mineral', 'Resources'], ['Mineral', 'Resources', 'Note'], ['Resources', 'Note', 'added'], ['Note', 'added', '71614'], ['added', '71614', '513']]"
The Georgia Civil War Commission -- Note added 8/25/15 15:31,"[['Georgia'], ['Civil'], ['War'], ['Commission'], ['Note'], ['added'], ['82515'], ['1531']]","[['Georgia', 'Civil'], ['Civil', 'War'], ['War', 'Commission'], ['Commission', 'Note'], ['Note', 'added'], ['added', '82515'], ['82515', '1531']]","[['Georgia', 'Civil', 'War'], ['Civil', 'War', 'Commission'], ['War', 'Commission', 'Note'], ['Commission', 'Note', 'added'], ['Note', 'added', '82515'], ['added', '82515', '1531']]"
The Georgia Fiscal Management Council    -- Note added 8/25/15 15:30,"[['Georgia'], ['Fiscal'], ['Management'], ['Council'], ['Note'], ['added'], ['82515'], ['1530']]","[['Georgia', 'Fiscal'], ['Fiscal', 'Management'], ['Management', 'Council'], ['Council', 'Note'], ['Note', 'added'], ['added', '82515'], ['82515', '1530']]","[['Georgia', 'Fiscal', 'Management'], ['Fiscal', 'Management', 'Council'], ['Management', 'Council', 'Note'], ['Council', 'Note', 'added'], ['Note', 'added', '82515'], ['added', '82515', '1530']]"
Georgia Trust (Preservation Committee) -- Note added 8/25/15 15:28,"[['Georgia'], ['Trust'], ['Preservation'], ['Committee'], ['Note'], ['added'], ['82515'], ['1528']]","[['Georgia', 'Trust'], ['Trust', 'Preservation'], ['Preservation', 'Committee'], ['Committee', 'Note'], ['Note', 'added'], ['added', '82515'], ['82515', '1528']]","[['Georgia', 'Trust', 'Preservation'], ['Trust', 'Preservation', 'Committee'], ['Preservation', 'Committee', 'Note'], ['Committee', 'Note', 'added'], ['Note', 'added', '82515'], ['added', '82515', '1528']]"
Governor's Office of Homeland Security and Emergency Preparedness -- Note added 1/10/14 19:17,"[['Governors'], ['Office'], ['Homeland'], ['Security'], ['Emergency'], ['Preparedness'], ['Note'], ['added'], ['11014'], ['1917']]","[['Governors', 'Office'], ['Office', 'Homeland'], ['Homeland', 'Security'], ['Security', 'Emergency'], ['Emergency', 'Preparedness'], ['Preparedness', 'Note'], ['Note', 'added'], ['added', '11014'], ['11014', '1917']]","[['Governors', 'Office', 'Homeland'], ['Office', 'Homeland', 'Security'], ['Homeland', 'Security', 'Emergency'], ['Security', 'Emergency', 'Preparedness'], ['Emergency', 'Preparedness', 'Note'], ['Preparedness', 'Note', 'added'], ['Note', 'added', '11014'], ['added', '11014', '1917']]"
Oregon Student Access Commission -- Note added 1/10/14 19:17,"[['Oregon'], ['Student'], ['Access'], ['Commission'], ['Note'], ['added'], ['11014'], ['1917']]","[['Oregon', 'Student'], ['Student', 'Access'], ['Access', 'Commission'], ['Commission', 'Note'], ['Note', 'added'], ['added', '11014'], ['11014', '1917']]","[['Oregon', 'Student', 'Access'], ['Student', 'Access', 'Commission'], ['Access', 'Commission', 'Note'], ['Commission', 'Note', 'added'], ['Note', 'added', '11014'], ['added', '11014', '1917']]"
Ga National Fair Grounds and Agricenter -- Note added 8/25/15 15:27,"[['Ga'], ['National'], ['Fair'], ['Grounds'], ['Agricenter'], ['Note'], ['added'], ['82515'], ['1527']]","[['Ga', 'National'], ['National', 'Fair'], ['Fair', 'Grounds'], ['Grounds', 'Agricenter'], ['Agricenter', 'Note'], ['Note', 'added'], ['added', '82515'], ['82515', '1527']]","[['Ga', 'National', 'Fair'], ['National', 'Fair', 'Grounds'], ['Fair', 'Grounds', 'Agricenter'], ['Grounds', 'Agricenter', 'Note'], ['Agricenter', 'Note', 'added'], ['Note', 'added', '82515'], ['added', '82515', '1527']]"
Georgia Commission on Dispute Resolution -- Note added 12/5/13 14:15,"[['Georgia'], ['Commission'], ['Dispute'], ['Resolution'], ['Note'], ['added'], ['12513'], ['1415']]","[['Georgia', 'Commission'], ['Commission', 'Dispute'], ['Dispute', 'Resolution'], ['Resolution', 'Note'], ['Note', 'added'], ['added', '12513'], ['12513', '1415']]","[['Georgia', 'Commission', 'Dispute'], ['Commission', 'Dispute', 'Resolution'], ['Dispute', 'Resolution', 'Note'], ['Resolution', 'Note', 'added'], ['Note', 'added', '12513'], ['added', '12513', '1415']]"
"Hawaii Tourism Authority, Travel and Tourism Site for Hawaii -- Note added 2/10/15 14:00","[['Hawaii'], ['Tourism'], ['Authority'], ['Travel'], ['Tourism'], ['Site'], ['Hawaii'], ['Note'], ['added'], ['21015'], ['1400']]","[['Hawaii', 'Tourism'], ['Tourism', 'Authority'], ['Authority', 'Travel'], ['Travel', 'Tourism'], ['Tourism', 'Site'], ['Site', 'Hawaii'], ['Hawaii', 'Note'], ['Note', 'added'], ['added', '21015'], ['21015', '1400']]","[['Hawaii', 'Tourism', 'Authority'], ['Tourism', 'Authority', 'Travel'], ['Authority', 'Travel', 'Tourism'], ['Travel', 'Tourism', 'Site'], ['Tourism', 'Site', 'Hawaii'], ['Site', 'Hawaii', 'Note'], ['Hawaii', 'Note', 'added'], ['Note', 'added', '21015'], ['added', '21015', '1400']]"
Pennsylvania Fish and Boat Commission's Outdoor Shop -- Note added 6/7/13 11:34,"[['Pennsylvania'], ['Fish'], ['Boat'], ['Commissions'], ['Outdoor'], ['Shop'], ['Note'], ['added'], ['6713'], ['1134']]","[['Pennsylvania', 'Fish'], ['Fish', 'Boat'], ['Boat', 'Commissions'], ['Commissions', 'Outdoor'], ['Outdoor', 'Shop'], ['Shop', 'Note'], ['Note', 'added'], ['added', '6713'], ['6713', '1134']]","[['Pennsylvania', 'Fish', 'Boat'], ['Fish', 'Boat', 'Commissions'], ['Boat', 'Commissions', 'Outdoor'], ['Commissions', 'Outdoor', 'Shop'], ['Outdoor', 'Shop', 'Note'], ['Shop', 'Note', 'added'], ['Note', 'added', '6713'], ['added', '6713', '1134']]"
"Got to Be NC Agriculture, Goodness Grows in NC, North Carolina Department of Agriculture & Consumer Services -- Note added 6/28/13 16:56","[['Got'], ['NC'], ['Agriculture'], ['Goodness'], ['Grows'], ['NC'], ['North'], ['Carolina'], ['Department'], ['Agriculture'], ['Consumer'], ['Services'], ['Note'], ['added'], ['62813'], ['1656']]","[['Got', 'NC'], ['NC', 'Agriculture'], ['Agriculture', 'Goodness'], ['Goodness', 'Grows'], ['Grows', 'NC'], ['NC', 'North'], ['North', 'Carolina'], ['Carolina', 'Department'], ['Department', 'Agriculture'], ['Agriculture', 'Consumer'], ['Consumer', 'Services'], ['Services', 'Note'], ['Note', 'added'], ['added', '62813'], ['62813', '1656']]","[['Got', 'NC', 'Agriculture'], ['NC', 'Agriculture', 'Goodness'], ['Agriculture', 'Goodness', 'Grows'], ['Goodness', 'Grows', 'NC'], ['Grows', 'NC', 'North'], ['NC', 'North', 'Carolina'], ['North', 'Carolina', 'Department'], ['Carolina', 'Department', 'Agriculture'], ['Department', 'Agriculture', 'Consumer'], ['Agriculture', 'Consumer', 'Services'], ['Consumer', 'Services', 'Note'], ['Services', 'Note', 'added'], ['Note', 'added', '62813'], ['added', '62813', '1656']]"
"Got To Be NC Festival, a production of the NC Department of Agriculture -- Note added 8/2/13 15:48","[['Got'], ['NC'], ['Festival'], ['production'], ['NC'], ['Department'], ['Agriculture'], ['Note'], ['added'], ['8213'], ['1548']]","[['Got', 'NC'], ['NC', 'Festival'], ['Festival', 'production'], ['production', 'NC'], ['NC', 'Department'], ['Department', 'Agriculture'], ['Agriculture', 'Note'], ['Note', 'added'], ['added', '8213'], ['8213', '1548']]","[['Got', 'NC', 'Festival'], ['NC', 'Festival', 'production'], ['Festival', 'production', 'NC'], ['production', 'NC', 'Department'], ['NC', 'Department', 'Agriculture'], ['Department', 'Agriculture', 'Note'], ['Agriculture', 'Note', 'added'], ['Note', 'added', '8213'], ['added', '8213', '1548']]"
Consumer Protection Division of the Arkansas Attorney General's Office -- Note added 1/10/14 19:17,"[['Consumer'], ['Protection'], ['Division'], ['Arkansas'], ['Attorney'], ['Generals'], ['Office'], ['Note'], ['added'], ['11014'], ['1917']]","[['Consumer', 'Protection'], ['Protection', 'Division'], ['Division', 'Arkansas'], ['Arkansas', 'Attorney'], ['Attorney', 'Generals'], ['Generals', 'Office'], ['Office', 'Note'], ['Note', 'added'], ['added', '11014'], ['11014', '1917']]","[['Consumer', 'Protection', 'Division'], ['Protection', 'Division', 'Arkansas'], ['Division', 'Arkansas', 'Attorney'], ['Arkansas', 'Attorney', 'Generals'], ['Attorney', 'Generals', 'Office'], ['Generals', 'Office', 'Note'], ['Office', 'Note', 'added'], ['Note', 'added', '11014'], ['added', '11014', '1917']]"
"Office of the Governor and Lt. Governor, Commonwealth of the Northern Mariana Islands plus *.gov.mp pattern for other government websites -- Note added 6/7/13 18:59","[['Office'], ['Governor'], ['Lt'], ['Governor'], ['Commonwealth'], ['Northern'], ['Mariana'], ['Islands'], ['plus'], ['govmp'], ['pattern'], ['government'], ['websites'], ['Note'], ['added'], ['6713'], ['1859']]","[['Office', 'Governor'], ['Governor', 'Lt'], ['Lt', 'Governor'], ['Governor', 'Commonwealth'], ['Commonwealth', 'Northern'], ['Northern', 'Mariana'], ['Mariana', 'Islands'], ['Islands', 'plus'], ['plus', 'govmp'], ['govmp', 'pattern'], ['pattern', 'government'], ['government', 'websites'], ['websites', 'Note'], ['Note', 'added'], ['added', '6713'], ['6713', '1859']]","[['Office', 'Governor', 'Lt'], ['Governor', 'Lt', 'Governor'], ['Lt', 'Governor', 'Commonwealth'], ['Governor', 'Commonwealth', 'Northern'], ['Commonwealth', 'Northern', 'Mariana'], ['Northern', 'Mariana', 'Islands'], ['Mariana', 'Islands', 'plus'], ['Islands', 'plus', 'govmp'], ['plus', 'govmp', 'pattern'], ['govmp', 'pattern', 'government'], ['pattern', 'government', 'websites'], ['government', 'websites', 'Note'], ['websites', 'Note', 'added'], ['Note', 'added', '6713'], ['added', '6713', '1859']]"
"*.gov.pr pattern for several Puerto Rican government agencies, such as https://www.google.com/#q=site:gov.pr  -- Note added 7/23/14 14:48","[['govpr'], ['pattern'], ['several'], ['Puerto'], ['Rican'], ['government'], ['agencies'], ['httpswwwgooglecomqsitegovpr'], ['Note'], ['added'], ['72314'], ['1448']]","[['govpr', 'pattern'], ['pattern', 'several'], ['several', 'Puerto'], ['Puerto', 'Rican'], ['Rican', 'government'], ['government', 'agencies'], ['agencies', 'httpswwwgooglecomqsitegovpr'], ['httpswwwgooglecomqsitegovpr', 'Note'], ['Note', 'added'], ['added', '72314'], ['72314', '1448']]","[['govpr', 'pattern', 'several'], ['pattern', 'several', 'Puerto'], ['several', 'Puerto', 'Rican'], ['Puerto', 'Rican', 'government'], ['Rican', 'government', 'agencies'], ['government', 'agencies', 'httpswwwgooglecomqsitegovpr'], ['agencies', 'httpswwwgooglecomqsitegovpr', 'Note'], ['httpswwwgooglecomqsitegovpr', 'Note', 'added'], ['Note', 'added', '72314'], ['added', '72314', '1448']]"
*.gov.vi pattern for Virgin Island government sites -- Note added 6/7/13 18:57,"[['govvi'], ['pattern'], ['Virgin'], ['Island'], ['government'], ['sites'], ['Note'], ['added'], ['6713'], ['1857']]","[['govvi', 'pattern'], ['pattern', 'Virgin'], ['Virgin', 'Island'], ['Island', 'government'], ['government', 'sites'], ['sites', 'Note'], ['Note', 'added'], ['added', '6713'], ['6713', '1857']]","[['govvi', 'pattern', 'Virgin'], ['pattern', 'Virgin', 'Island'], ['Virgin', 'Island', 'government'], ['Island', 'government', 'sites'], ['government', 'sites', 'Note'], ['sites', 'Note', 'added'], ['Note', 'added', '6713'], ['added', '6713', '1857']]"
